136716	31579	32561
137541	35251	32561
138502	35735	32561
146784	32561	31229
146785	32561	31786
146786	32561	31057
146787	32561	31727
146788	32561	32446
146789	32561	33121
146790	32561	34317
146791	32561	32658
146792	32561	35627
146793	32561	32823
146794	32561	35805
146795	32561	33797
146796	32561	32451
146797	32561	33515
146798	32561	36251
146799	32561	36616
146800	32561	35079
146801	32561	31319
146802	32561	35957
146803	32561	34704
146804	32561	32003
146805	32561	36449
146806	32561	32828
146807	32561	33104
146808	32561	34030
146809	32561	31451
146810	32561	33221
146811	32561	31517
146812	32561	31107
146813	32561	35616
146814	32561	33741
146815	32561	33748
146816	32561	36448
146817	32561	33325
146818	32561	30953
146819	32561	32626
146820	32561	36277
146821	32561	36458
146822	32561	31195
146823	32561	33445
146824	32561	33438
146825	32561	34582
146826	32561	31579
146827	32561	31387
146828	32561	31884
146829	32561	33508
146830	32561	31527
146831	32561	34157
146832	32561	35284
146833	32561	33726
146834	32561	35766
146835	32561	31102
146836	32561	31109
146837	32561	35258
146838	32561	30935
146839	32561	32944
146840	32561	32816
146841	32561	36624
146842	32561	32033
146843	32561	36099
146844	32561	36918
146845	32561	30991
146846	32561	34937
146847	32561	34512
146848	32561	31333
146849	32561	32561
146850	32561	31882
146851	32561	33249
146852	32561	35056
146853	32561	36052
146854	32561	36352
146855	32561	34167
146856	32561	30980
146857	32561	33832
146858	32561	33865
146859	32561	34073
146860	32561	36759
146861	32561	32209
146862	32561	35782
146863	32561	33772
146864	32561	35476
146865	32561	30966
146866	32561	33383
146867	32561	34602
146868	32561	36362
146869	32561	35653
146870	32561	33097
146871	32561	32820
146872	32561	34190
146873	32561	36043
146874	32561	31937
146875	32561	36355
146876	32561	35364
146877	32561	35923
146878	32561	36774
146879	32561	31617
146880	32561	34241
146881	32561	36029
146882	32561	32794
146883	32561	35413
146884	32561	33733
146885	32561	34724
146886	32561	34967
146887	32561	36050
146888	32561	31210
146889	32561	31323
146890	32561	36865
146891	32561	33115
146892	32561	31885
146893	32561	32220
146894	32561	31977
146895	32561	35322
146896	32561	34592
146897	32561	36835
146898	32561	33954
146899	32561	33777
146900	32561	35420
147950	32561	36767
147951	32561	34586
147952	32561	36784
147953	32561	35745
147954	32561	33665
147955	32561	34552
147956	32561	32041
147957	32561	33295
147958	32561	36777
147959	32561	32003
147960	32561	31233
147961	32561	36567
147962	32561	33029
147963	32561	35364
147964	32561	31786
147965	32561	36075
147966	32561	32224
147967	32561	33860
147968	32561	34398
147969	32561	35735
147970	32561	32794
147971	32561	34612
147972	32561	31751
147973	32561	34101
147974	32561	34586
147975	32561	32522
147976	32561	31307
147977	32561	34678
147978	32561	31232
147979	32561	34954
147980	32561	34541
147981	32561	33665
147982	32561	31446
147983	32561	36833
147984	32561	31359
147985	32561	34366
147986	32561	35397
147987	32561	35411
147988	32561	31419
147989	32561	32940
147990	32561	36784
147991	32561	32220
147992	32561	32912
147993	32561	31911
147994	32561	33438
147995	32561	35620
147996	32561	34193
147997	32561	34724
147998	32561	32227
147999	32561	31057
148000	32561	36532
148001	32561	34022
148002	32561	32529
148003	32561	31838
148004	32561	35799
148005	32561	35661
148006	32561	32696
148007	32561	36640
148008	32561	31187
148009	32561	34462
148010	32561	32733
148011	32561	33174
148012	32561	31303
148013	32561	35537
148014	32561	32671
148015	32561	32888
148016	32561	32524
148017	32561	33147
148018	32561	31189
148019	32561	32611
148020	32561	33467
148021	32561	36637
148022	32561	33879
148023	32561	32629
148024	32561	32887
148025	32561	32750
148026	32561	32119
148027	32561	32505
148028	32561	36817
148029	32561	32820
148030	32561	34698
148031	32561	33619
148032	32561	36279
148033	32561	33430
148034	32561	32446
148035	32561	34252
148036	32561	30946
148037	32561	35957
148038	32561	31545
148039	32561	34421
148040	32561	36627
148041	32561	31544
148042	32561	32008
148043	32561	31977
148044	32561	36767
148045	32561	33445
148046	32561	36247
148047	32561	30991
148048	32561	34317
148049	32561	32810
148050	32561	36355
148051	32561	33985
148052	32561	32104
148053	32561	34073
148054	32561	31931
148055	32561	31727
148056	32561	35961
148057	32561	34342
148058	32561	31592
148059	32561	32792
148060	32561	31319
148061	32561	33237
148062	32561	36607
148063	32561	32278
148064	32561	34937
148065	32561	36804
148066	32561	33505
148067	32561	33221
148068	32561	36733
148069	32561	36150
148070	32561	35079
148071	32561	33306
148072	32561	33908
148073	32561	33372
148074	32561	31599
148075	32561	35242
148076	32561	33295
148077	32561	31937
148078	32561	32284
148079	32561	33716
148080	32561	31107
148081	32561	36905
148082	32561	31885
148083	32561	31579
148084	32561	33832
148085	32561	35782
148086	32561	35067
148087	32561	31707
148088	32561	32207
148089	32561	31612
148090	32561	33238
148091	32561	33752
148092	32561	35153
148093	32561	35811
148094	32561	36536
148095	32561	33464
148096	32561	32645
148097	32561	31796
148098	32561	35287
148099	32561	34291
148100	32561	32126
148101	32561	32030
148102	32561	30995
148103	32561	32933
148104	32561	36724
148105	32561	34641
148106	32561	36025
148107	32561	31221
149326	31930	32193
150853	32529	31215
195625	36519	32561
195626	32787	32561
205076	35346	32561
205078	33386	32561
205080	33843	32561
253595	36634	31215
263249	36723	31215
268450	32794	32561
277138	111384	113188
297235	31215	34751
298492	112497	112497
298600	35915	31215
299069	36668	31215
300821	36664	31215
306160	113188	113006
306163	113188	113008
321885	110815	113743
321940	106663	113164
321947	109405	113164
321953	111105	113164
326040	31215	32790
326041	31215	36479
326042	31215	31060
326043	31215	35841
326044	31215	32683
326045	31215	31775
326046	31215	31422
326047	31215	31620
326048	31215	31302
326049	31215	35297
326050	31215	35480
326051	31215	33306
326052	31215	32468
326053	31215	35483
326054	31215	30990
326055	31215	30989
326056	31215	35461
326057	31215	30959
326058	31215	32833
326059	31215	32268
326060	31215	32763
326061	31215	32320
326062	31215	36117
326063	31215	35055
326064	31215	34245
326065	31215	35135
326066	31215	33098
326067	31215	30935
326068	31215	33980
326069	31215	32980
326070	31215	31912
326071	31215	34001
326072	31215	35988
326073	31215	32982
326074	31215	35370
326075	31215	33735
326076	31215	31630
326077	31215	35861
326078	31215	32929
326079	31215	31924
326080	31215	36447
326081	31215	32183
326082	31215	32440
326083	31215	33055
326084	31215	36570
326085	31215	32027
326086	31215	33822
326087	31215	35205
326088	31215	35292
326089	31215	36847
326090	31215	36203
326091	31215	32606
326092	31215	34129
326093	31215	35832
326094	31215	30945
326095	31215	33757
326096	31215	36665
326097	31215	33990
326098	31215	34905
326099	31215	34867
326100	31215	33903
326101	31215	32416
326102	31215	31770
326103	31215	34988
326104	31215	34199
326105	31215	31140
326106	31215	32157
326107	31215	33834
326108	31215	33694
326109	31215	31351
326110	31215	31920
326111	31215	31236
326112	31215	35876
326113	31215	32984
